seed,beta_target,redundancy,accepted,beta_hat,D,pearson_r_relevance_tokens,spearman_rho_relevance_tokens,n_usable,n_below_threshold,n_relevance_clipped_low,n_relevance_clipped_high,relevance_mean,relevance_median,relevance_std,relevance_min,relevance_max,tokens_mean,tokens_std,tokens_min,tokens_max,tokens_cv,tokens_total,similarity_mean,similarity_std,similarity_min,similarity_max
16,0.5,low,True,0.8164995871083204,0.31333333333333346,0.7279317622220557,0.3478930731643502,11,14,0,0,0.06531592101365832,0.04954921623201741,0.08847105609618758,0.004125363394315511,0.46762328450414736,87.64,40.35145598364451,34,220,0.46042282044322813,2191,0.012504959043126788,0.14263921676268335,-0.3736340743575439,0.3567221855684317
16,0.5,high,True,0.8164995871083204,0.31333333333333346,0.7279317622220557,0.3478930731643502,11,14,0,0,0.06531592101365832,0.04954921623201741,0.08847105609618758,0.004125363394315511,0.46762328450414736,87.64,40.35145598364451,34,220,0.46042282044322813,2191,0.10413801047888875,0.28032484136394453,-0.2706879117321491,0.7733435166620145
16,1.0,low,True,1.2958508289964616,0.28000000000000014,0.7626995435828137,0.5557053071342054,12,13,0,0,0.07706730538559455,0.04554685785617263,0.135935038090475,0.005883230041173757,0.7085104512811176,87.64,40.35145598364451,34,220,0.46042282044322813,2191,0.013405877179824876,0.14140411126213967,-0.37370242561952394,0.3571198397862856
16,1.0,high,True,1.2958508289964616,0.28000000000000014,0.7626995435828137,0.5557053071342054,12,13,0,0,0.07706730538559455,0.04554685785617263,0.135935038090475,0.005883230041173757,0.7085104512811176,87.64,40.35145598364451,34,220,0.46042282044322813,2191,0.10408056851144937,0.2770435412151046,-0.2710120757891758,0.7740404523505361
16,1.5,low,True,1.7516424523447522,0.28666666666666685,0.7778534222593526,0.6996345210318459,12,13,0,1,0.090277497804216,0.0475160993225525,0.1838746301469438,0.008205353319101707,0.95,87.64,40.35145598364451,34,220,0.46042282044322813,2191,0.014242036922539898,0.13973411655251813,-0.37396521397269866,0.35741785939994497
16,1.5,high,True,1.7516424523447522,0.28666666666666685,0.7778534222593526,0.6996345210318459,12,13,0,1,0.090277497804216,0.0475160993225525,0.1838746301469438,0.008205353319101707,0.95,87.64,40.35145598364451,34,220,0.46042282044322813,2191,0.10283547574540589,0.2722229805827525,-0.2712520863660936,0.7744351456619887
16,2.0,low,True,2.148455753518497,0.18666666666666687,0.8112434465285245,0.8720417077327627,14,11,0,1,0.09548862869511535,0.05868630107952789,0.18459864773743123,0.00961843660171893,0.95,87.64,40.35145598364451,34,220,0.46042282044322813,2191,0.015185557924309728,0.1399580940075276,-0.37415326077772487,0.35750012248021257
16,2.0,high,True,2.148455753518497,0.18666666666666687,0.8112434465285245,0.8720417077327627,14,11,0,1,0.09548862869511535,0.05868630107952789,0.18459864773743123,0.00961843660171893,0.95,87.64,40.35145598364451,34,220,0.46042282044322813,2191,0.10366613427738303,0.2720605708865462,-0.2714218322542873,0.7741976090512429
17,-0.5,low,True,-0.23366973951122277,0.22000000000000008,0.025467269322132682,-0.2975531835150423,11,14,0,0,0.06280097213822193,0.035211197427329956,0.05771529857253499,0.0037245365881700284,0.20460683008044453,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.03454479960058195,0.13386620618581185,-0.369845605277351,0.4744311174551532
17,-0.5,high,True,-0.23366973951122277,0.22000000000000008,0.025467269322132682,-0.2975531835150423,11,14,0,0,0.06280097213822193,0.035211197427329956,0.05771529857253499,0.0037245365881700284,0.20460683008044453,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.12284727628454625,0.27183455229997777,-0.27350214858283445,0.8203034958533761
17,0.0,low,True,0.2703629192354929,0.30000000000000016,0.4316703032132284,-0.06590880101175159,10,15,0,0,0.07152068386180599,0.03753873937573237,0.07666861577320384,0.003201773936692442,0.29098300790259457,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.03539145729666893,0.13365686235626417,-0.37011944979739464,0.47439880064274276
17,0.0,high,True,0.2703629192354929,0.30000000000000016,0.4316703032132284,-0.06590880101175159,10,15,0,0,0.07152068386180599,0.03753873937573237,0.07666861577320384,0.003201773936692442,0.29098300790259457,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.12339187638271047,0.2711424310122754,-0.273733929104793,0.820247849118229
17,0.5,low,True,0.7634706975082274,0.29333333333333345,0.6842741180042615,0.05396042188096621,12,13,0,0,0.08874844002710743,0.04522481523367058,0.12962657606745456,0.0030756682159424537,0.576151688981422,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.036898481324665354,0.13316716776908427,-0.3701737590503203,0.47435490891490184
17,0.5,high,True,0.7634706975082274,0.29333333333333345,0.6842741180042615,0.05396042188096621,12,13,0,0,0.08874844002710743,0.04522481523367058,0.12962657606745456,0.0030756682159424537,0.576151688981422,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.12375126991378098,0.26856696189581697,-0.27379099260866685,0.8201639240499646
17,1.0,low,True,1.2082328695298323,0.2533333333333335,0.7808603155596237,0.286761099138849,11,14,0,1,0.11087738190286046,0.04768570135372895,0.20052980073916116,0.0033258580553596553,0.95,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.037931868081028226,0.1321948776312914,-0.3700305179372737,0.4764149720732301
17,1.0,high,True,1.2082328695298323,0.2533333333333335,0.7808603155596237,0.286761099138849,11,14,0,1,0.11087738190286046,0.04768570135372895,0.20052980073916116,0.0033258580553596553,0.95,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.12142776642892568,0.26266283018422965,-0.2736917309578035,0.8200251339751563
17,1.5,low,True,1.5562227482509392,0.3333333333333335,0.8316926829589409,0.5631155454863688,11,14,0,1,0.12039844368815382,0.04699595938610203,0.20676789210403432,0.00416300940895933,0.95,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.039740936453481084,0.13304494808578796,-0.3695616478547521,0.528386295590942
17,1.5,high,True,1.5562227482509392,0.3333333333333335,0.8316926829589409,0.5631155454863688,11,14,0,1,0.12039844368815382,0.04699595938610203,0.20676789210403432,0.00416300940895933,0.95,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.12284153279287764,0.2619112413132222,-0.2733403064270956,0.8197753596526542
17,2.0,low,True,1.9099562773648866,0.26666666666666683,0.9167426341007314,0.7978433806685719,16,9,0,1,0.13389420438879016,0.054988674504281056,0.2153788627953485,0.006554761288570379,0.95,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.04256745322817913,0.13478036235753232,-0.3682638750245148,0.5111300056640411
17,2.0,high,True,1.9099562773648866,0.26666666666666683,0.9167426341007314,0.7978433806685719,16,9,0,1,0.13389420438879016,0.054988674504281056,0.2153788627953485,0.006554761288570379,0.95,107.24,73.06748022661426,31,374,0.681345395623035,2681,0.12512996427372503,0.2605652999044284,-0.2723562357489019,0.8192735607863448
18,-0.5,low,True,-1.6641341871403672,0.11333333333333351,-0.3836671928452433,-0.5684049436545854,13,12,0,1,0.12406375967207066,0.06470713238258581,0.21382124254795964,0.004721781519683854,0.95,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.0237623566007633,0.13476934213036712,-0.39158089446930167,0.6360777178983665
18,-0.5,high,True,-1.6641341871403672,0.11333333333333351,-0.3836671928452433,-0.5684049436545854,13,12,0,1,0.12406375967207066,0.06470713238258581,0.21382124254795964,0.004721781519683854,0.95,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.11953353925665221,0.2577059387446595,-0.24658340119952313,0.7677853240806817
18,0.0,low,True,-1.1966807484434456,0.19333333333333347,-0.3499396173544717,-0.3478930731643502,13,12,0,0,0.11199557168585127,0.056591108597916155,0.1845586489725293,0.004060694502002917,0.8286186636100038,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.021763945270608712,0.13390313599772266,-0.3931096894793911,0.5417159071652146
18,0.0,high,True,-1.1966807484434456,0.19333333333333347,-0.3499396173544717,-0.3478930731643502,13,12,0,0,0.11199557168585127,0.056591108597916155,0.1845586489725293,0.004060694502002917,0.8286186636100038,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.11984164480078136,0.26040957251185176,-0.24711251862509298,0.7672916552666867
18,0.5,low,True,-0.6739150396098739,0.2466666666666668,-0.30346325210333885,-0.19819129721199152,11,14,0,0,0.09549628129685074,0.046866147958573884,0.1362351466549083,0.0038650456660045862,0.6051208545849682,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.019364843935351702,0.13352120103110862,-0.3943747087043694,0.4089259990516493
18,0.5,high,True,-0.6739150396098739,0.2466666666666668,-0.30346325210333885,-0.19819129721199152,11,14,0,0,0.09549628129685074,0.046866147958573884,0.1362351466549083,0.0038650456660045862,0.6051208545849682,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.11964469047901356,0.26459260411018004,-0.24743400640366917,0.7671025253349033
18,1.0,low,True,-0.09960032674879375,0.2266666666666668,-0.18942777058404256,0.02270541074855825,12,13,0,0,0.08046256318818687,0.04589760173769676,0.09044306592587552,0.004099004741375969,0.39156378271547,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.017389880012414618,0.13371018786337982,-0.3954247285984278,0.3675182427765369
18,1.0,high,True,-0.09960032674879375,0.2266666666666668,-0.18942777058404256,0.02270541074855825,12,13,0,0,0.08046256318818687,0.04589760173769676,0.09044306592587552,0.004099004741375969,0.39156378271547,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.11892951911034644,0.26784039923395414,-0.24760038121734385,0.768773763683529
18,1.5,low,True,0.5384189448536021,0.28000000000000014,0.1275933019214803,0.27246492898269903,14,11,0,0,0.06950002416897569,0.05717991456631253,0.057477639391035146,0.004968752528590498,0.2181974748772543,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.016072047280039612,0.13393992474781832,-0.39630751893493354,0.36776878760423504
18,1.5,high,True,0.5384189448536021,0.28000000000000014,0.1275933019214803,0.27246492898269903,14,11,0,0,0.06950002416897569,0.05717991456631253,0.057477639391035146,0.004968752528590498,0.2181974748772543,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.1181939347278968,0.2695967747857394,-0.2476191922330703,0.7729757640529792
18,2.0,low,True,1.276342942411745,0.30000000000000016,0.6763111869145751,0.6126612527407583,13,12,0,0,0.06494608555506864,0.06097723545813191,0.05014553386154686,0.007427551557813695,0.19652256999288786,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.01553208755263898,0.13388056651556426,-0.39707621083800815,0.3677212825833852
18,2.0,high,True,1.276342942411745,0.30000000000000016,0.6763111869145751,0.6126612527407583,13,12,0,0,0.06494608555506864,0.06097723545813191,0.05014553386154686,0.007427551557813695,0.19652256999288786,81.32,36.25801060915137,42,159,0.4458683055724468,2033,0.11776189365910061,0.2700004654356273,-0.24742486090326568,0.7784516781675559
19,-0.5,low,True,-0.4957184797182913,0.16666666666666685,-0.16117339777594553,-0.17926524663211355,15,10,0,1,0.1921729343418401,0.06743836944289507,0.2726897378687482,0.006595059264842842,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.05795317269444695,0.15454698671729997,-0.3451363093127946,0.8142038677147595
19,-0.5,high,True,-0.4957184797182913,0.16666666666666685,-0.16117339777594553,-0.17926524663211355,15,10,0,1,0.1921729343418401,0.06743836944289507,0.2726897378687482,0.006595059264842842,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.13784168095191204,0.257888659140979,-0.2718328895885271,0.8058378676410597
19,0.0,low,True,-0.028211659811887307,0.18000000000000016,-0.01915498032067596,-0.03423735397051097,15,10,0,1,0.1911581695492512,0.060353542336040705,0.2783218042358437,0.006388357843302303,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.05641304820131629,0.15478191906155314,-0.3437964357172776,0.7522712831247873
19,0.0,high,True,-0.028211659811887307,0.18000000000000016,-0.01915498032067596,-0.03423735397051097,15,10,0,1,0.1911581695492512,0.060353542336040705,0.2783218042358437,0.006388357843302303,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.13585833673736497,0.2587310333218393,-0.27075390014955164,0.7886386669386661
19,0.5,low,True,0.4084388657541511,0.22871344939522464,0.08323602318385878,0.15467487495190457,12,13,0,2,0.18221946132142727,0.048605325956609303,0.27369560800151843,0.005676902222298255,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.0524228907113828,0.15121394424001888,-0.34203768754768055,0.8765730293970745
19,0.5,high,True,0.4084388657541511,0.22871344939522464,0.08323602318385878,0.15467487495190457,12,13,0,2,0.18221946132142727,0.048605325956609303,0.27369560800151843,0.005676902222298255,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.13165468812652875,0.2591601751878399,-0.2693323445055961,0.8966374993599845
19,1.0,low,True,0.8785307739591474,0.2333333333333335,0.2597247763103442,0.28236199791410166,12,13,0,1,0.15551213221538768,0.04982742613041238,0.22481853731624052,0.005416264770364393,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.045588281648437805,0.14180628971933507,-0.339995482709972,0.4975839007015252
19,1.0,high,True,0.8785307739591474,0.2333333333333335,0.2597247763103442,0.28236199791410166,12,13,0,1,0.15551213221538768,0.04982742613041238,0.22481853731624052,0.005416264770364393,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.12918037458433868,0.2619592616644897,-0.26766840261063257,0.8035213899730869
19,1.5,low,True,1.3874887005954881,0.18000000000000016,0.4888288208897305,0.43969995043027005,12,13,0,1,0.13228496660553446,0.03835591485812573,0.19904160233251406,0.005152162025803609,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.03969241097275652,0.1395408035060941,-0.33805063868888735,0.4171633366723183
19,1.5,high,True,1.3874887005954881,0.18000000000000016,0.4888288208897305,0.43969995043027005,12,13,0,1,0.13228496660553446,0.03835591485812573,0.19904160233251406,0.005152162025803609,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.12497874555634549,0.2644069070776473,-0.2660479637096911,0.7938070832626665
19,2.0,low,True,1.9316577501709495,0.2466666666666668,0.6989533198739712,0.6720523301851983,12,13,0,1,0.12031409439841155,0.033758100734360225,0.20213130447542907,0.005072507249598243,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.036261914712247406,0.14023138021129614,-0.33695994945531843,0.3943452146141017
19,2.0,high,True,1.9316577501709495,0.2466666666666668,0.6989533198739712,0.6720523301851983,12,13,0,1,0.12031409439841155,0.033758100734360225,0.20213130447542907,0.005072507249598243,0.95,78.56,50.00839929451852,25,253,0.6365631274760504,1964,0.12187683664015912,0.26464249188602695,-0.26502877769243605,0.7894489827843583
20,-0.5,low,True,-0.7086113472592145,0.21333333333333349,-0.32117494295714977,-0.4271695920491468,10,15,0,0,0.056637486657462655,0.03939998554869321,0.054990983543292564,0.011074717927066866,0.2621400193334143,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.029513859458750964,0.13012989385401166,-0.26337518513092945,0.37822954542747955
20,-0.5,high,True,-0.7086113472592145,0.21333333333333349,-0.32117494295714977,-0.4271695920491468,10,15,0,0,0.056637486657462655,0.03939998554869321,0.054990983543292564,0.011074717927066866,0.2621400193334143,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.12341548328090649,0.2678513174153693,-0.2518941786056831,0.7861493950068537
20,0.0,low,True,-0.21324429624767222,0.3733333333333334,-0.18467118098029503,-0.08350973105825663,7,18,0,0,0.051000054075565494,0.03385729406840369,0.04713373161538274,0.010881191809973186,0.21488421068750313,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.029000128683408875,0.13030989865301562,-0.2641716099730947,0.37827455167747226
20,0.0,high,True,-0.21324429624767222,0.3733333333333334,-0.18467118098029503,-0.08350973105825663,7,18,0,0,0.051000054075565494,0.03385729406840369,0.04713373161538274,0.010881191809973186,0.21488421068750313,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.1230170280328044,0.26823064031499,-0.2519271288495736,0.786301403921082
20,0.5,low,True,0.2907395741666627,0.42666666666666675,-0.015515948533200062,0.17933426116657872,8,17,0,0,0.04685103793682668,0.031456637772685044,0.03983824551165613,0.010999638646407404,0.16606871063474654,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.028667636371835434,0.1304663076827577,-0.264691799629882,0.37829321753539175
20,0.5,high,True,0.2907395741666627,0.42666666666666675,-0.015515948533200062,0.17933426116657872,8,17,0,0,0.04685103793682668,0.031456637772685044,0.03983824551165613,0.010999638646407404,0.16606871063474654,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.1227690967008476,0.26852387199162264,-0.25190165587024593,0.7863592585253565
20,1.0,low,True,0.8039092956113674,0.3333333333333335,0.21952867971606585,0.4233212173460013,8,17,0,0,0.044165206181488614,0.03336505131882171,0.03408536203989937,0.008207627849177024,0.12052953965238564,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.028472330154482688,0.1305832161167926,-0.26499589964796205,0.3782933845847565
20,1.0,high,True,0.8039092956113674,0.3333333333333335,0.21952867971606585,0.4233212173460013,8,17,0,0,0.044165206181488614,0.03336505131882171,0.03408536203989937,0.008207627849177024,0.12052953965238564,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.122628579759822,0.2687225454198193,-0.25181236392759954,0.7863404959248019
20,1.5,low,True,1.3284309451406777,0.27333333333333343,0.5312707074890333,0.6242063768501948,9,16,0,0,0.04325178816478458,0.037198416642421704,0.0313993320156031,0.006499706056627976,0.11113892267908079,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.028415780556779992,0.130648070971824,-0.26511111499759454,0.37826408434115566
20,1.5,high,True,1.3284309451406777,0.27333333333333343,0.5312707074890333,0.6242063768501948,9,16,0,0,0.04325178816478458,0.037198416642421704,0.0313993320156031,0.006499706056627976,0.11113892267908079,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.12259277194784303,0.2688058408323638,-0.2516271427283619,0.7862082565457228
20,2.0,low,True,1.8707552651031507,0.2533333333333335,0.8293792874815937,0.8404850351669699,9,16,0,0,0.045128190442389894,0.039173574796112436,0.03504364537979732,0.0039495708416005994,0.14292325970077613,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.028569152904772372,0.1306251660053904,-0.2649748135430843,0.37814103944641886
20,2.0,high,True,1.8707552651031507,0.2533333333333335,0.8293792874815937,0.8404850351669699,9,16,0,0,0.045128190442389894,0.039173574796112436,0.03504364537979732,0.0039495708416005994,0.14292325970077613,73.2,31.599050618649922,24,143,0.4316810193804634,1830,0.12270901211939621,0.2686897626078359,-0.2512418068642348,0.7857720253956767
21,-0.5,low,True,-1.1634163011081537,0.2333333333333335,-0.33231129080748467,-0.41692307692307695,11,14,0,0,0.06932821103833237,0.039894432561658325,0.0793113588466471,0.001461790509558585,0.3232903008657243,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.01695324914448008,0.13582422873835423,-0.3391099275876878,0.35878238809902685
21,-0.5,high,True,-1.1634163011081537,0.2333333333333335,-0.33231129080748467,-0.41692307692307695,11,14,0,0,0.06932821103833237,0.039894432561658325,0.0793113588466471,0.001461790509558585,0.3232903008657243,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.10592951681260554,0.27994617592177307,-0.26967195352335604,0.7713180675023122
21,0.0,low,True,-0.6774806814389844,0.2333333333333335,-0.13272448168333156,-0.2646153846153846,10,15,0,0,0.07463398758695368,0.04195497105653049,0.07493391541045713,0.0027187576059688238,0.2714651809198148,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.017852035976272815,0.13539987275689705,-0.3347278356414583,0.36040040437731824
21,0.0,high,True,-0.6774806814389844,0.2333333333333335,-0.13272448168333156,-0.2646153846153846,10,15,0,0,0.07463398758695368,0.04195497105653049,0.07493391541045713,0.0027187576059688238,0.2714651809198148,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.10684736067055235,0.2796311570328183,-0.2665564375382734,0.7712530218113572
21,0.5,low,True,-0.16416928298668634,0.2400000000000001,0.1650714926955041,-0.08923076923076922,13,12,0,0,0.08392753629386482,0.05156913028919545,0.08540719678412037,0.005687953509278757,0.3420179182613738,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.01942267944455363,0.13436598371237501,-0.3346644577364268,0.359558496732599
21,0.5,high,True,-0.16416928298668634,0.2400000000000001,0.1650714926955041,-0.08923076923076922,13,12,0,0,0.08392753629386482,0.05156913028919545,0.08540719678412037,0.005687953509278757,0.3420179182613738,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.1081753975652727,0.278299672251365,-0.2655588368386434,0.7717230443448586
21,1.0,low,True,0.3783257172085851,0.32666666666666677,0.39945115416258026,0.15846153846153843,13,12,0,0,0.09949465065515384,0.05348200322965992,0.12028886374384552,0.009552807149749612,0.5237096308727583,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.02226809303854102,0.1323990160992247,-0.3345204145466545,0.3500914335608228
21,1.0,high,True,0.3783257172085851,0.32666666666666677,0.39945115416258026,0.15846153846153843,13,12,0,0,0.09949465065515384,0.05348200322965992,0.12028886374384552,0.009552807149749612,0.5237096308727583,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.11015863292944711,0.2748533717263293,-0.2654263938729763,0.772823803166921
21,1.5,low,True,0.956885982031013,0.3333333333333335,0.5356166802103539,0.3976923076923076,14,11,0,0,0.12357624175634911,0.06518977984618389,0.17656818287771012,0.011376199677007233,0.742945600078668,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.027456104583784176,0.1307926056233704,-0.33414900585966106,0.39096213375489264
21,1.5,high,True,0.956885982031013,0.3333333333333335,0.5356166802103539,0.3976923076923076,14,11,0,0,0.12357624175634911,0.06518977984618389,0.17656818287771012,0.011376199677007233,0.742945600078668,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.11323779619443008,0.26838759128917616,-0.26508821405997357,0.7745998545336389
21,2.0,low,True,1.5920056273795438,0.40000000000000013,0.6557854674751222,0.8076923076923078,17,8,0,0,0.15836310515920965,0.07802651727588591,0.24032776360322658,0.015670685202484207,0.934967170809156,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.03685424185917122,0.13569123257832272,-0.3328968945959893,0.7258356194547342
21,2.0,high,True,1.5920056273795438,0.40000000000000013,0.6557854674751222,0.8076923076923078,17,8,0,0,0.15836310515920965,0.07802651727588591,0.24032776360322658,0.015670685202484207,0.934967170809156,118.0,68.12916653925346,47,300,0.5773658181292666,2950,0.11834638036726967,0.26051954966172475,-0.26395861714954116,0.7767517753533699
22,-0.5,low,True,-0.4229437653090567,0.22000000000000008,-0.1866595685585627,-0.24,14,11,0,0,0.10284279730607704,0.055598044590235034,0.10179430152826185,0.005962368451274235,0.3984293630629368,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.02618123634760984,0.13249846921627204,-0.4173465285723164,0.4206021322390294
22,-0.5,high,True,-0.4229437653090567,0.22000000000000008,-0.1866595685585627,-0.24,14,11,0,0,0.10284279730607704,0.055598044590235034,0.10179430152826185,0.005962368451274235,0.3984293630629368,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.12670739496944775,0.2689233039202719,-0.263327850738228,0.7972895191163278
22,0.0,low,True,0.07881802730737524,0.2533333333333335,0.14191656343031955,-0.0007692307692307692,14,11,0,0,0.0972198884561376,0.052697580617404274,0.09271301609824563,0.005740085186826467,0.3142597906543896,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.025268887268563012,0.13259405952828962,-0.4171931689260503,0.4233174445280141
22,0.0,high,True,0.07881802730737524,0.2533333333333335,0.14191656343031955,-0.0007692307692307692,14,11,0,0,0.0972198884561376,0.052697580617404274,0.09271301609824563,0.005740085186826467,0.3142597906543896,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.12606939305890846,0.2697700103273783,-0.2571800880113472,0.8021994846652347
22,0.5,low,True,0.5773949248577119,0.3466666666666668,0.4450847687699765,0.26692307692307693,14,11,0,0,0.09568371292911432,0.0532298842844583,0.09992534321282885,0.006031199111053286,0.3247702063807535,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.024947963045831124,0.1323111530346056,-0.41688793004416574,0.4256216514807141
22,0.5,high,True,0.5773949248577119,0.3466666666666668,0.4450847687699765,0.26692307692307693,14,11,0,0,0.09568371292911432,0.0532298842844583,0.09992534321282885,0.006031199111053286,0.3247702063807535,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.1256519484825951,0.2693679853084461,-0.24980692469357266,0.7959561679925284
22,1.0,low,True,1.0725766054193973,0.31333333333333346,0.6314891792054239,0.45461538461538464,12,13,0,0,0.0970164085842052,0.049938934535321576,0.11841423945569407,0.006956379658186515,0.43239902736621955,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.02493925832201551,0.1317892941259827,-0.4162803291990525,0.4150884468996018
22,1.0,high,True,1.0725766054193973,0.31333333333333346,0.6314891792054239,0.45461538461538464,12,13,0,0,0.0970164085842052,0.049938934535321576,0.11841423945569407,0.006956379658186515,0.43239902736621955,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.12523408808524242,0.2680309469662302,-0.24678464183480453,0.7702539294039281
22,1.5,low,True,1.5635624570960536,0.26666666666666683,0.7336244970589609,0.6207692307692307,12,13,0,0,0.09927194317367702,0.04784742217466696,0.1387033859552617,0.007360316494846899,0.5309643087836763,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.024961330921832708,0.1313055522028821,-0.41500545000691835,0.3903526250832715
22,1.5,high,True,1.5635624570960536,0.26666666666666683,0.7336244970589609,0.6207692307692307,12,13,0,0,0.09927194317367702,0.04784742217466696,0.1387033859552617,0.007360316494846899,0.5309643087836763,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.12469421261613718,0.26644302375852397,-0.24719726492412147,0.7664801067221437
22,2.0,low,True,2.0479681967179633,0.18000000000000016,0.8104858662336674,0.8215384615384616,12,13,0,0,0.09890993147116803,0.045563548402788145,0.14718973855818077,0.007645376181191642,0.5743234928906467,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.024641428187576347,0.13111400227319472,-0.4120150167774175,0.39277438048189195
22,2.0,high,True,2.0479681967179633,0.18000000000000016,0.8104858662336674,0.8215384615384616,12,13,0,0,0.09890993147116803,0.045563548402788145,0.14718973855818077,0.007645376181191642,0.5743234928906467,78.84,40.88671340831069,22,165,0.5186036708309322,1971,0.12414385429121727,0.26600190657174555,-0.24742638096253708,0.7678211463284986
23,-0.5,low,True,-0.12476991386392915,0.2600000000000001,-0.1744439344442696,-0.21315892305035566,17,8,0,0,0.10157131144060293,0.06661445885770051,0.13120410688193135,0.0019935451951952664,0.5728870526392473,86.76,55.31371138033197,32,220,0.6375485405755184,2169,0.034284736171163614,0.13921943327247974,-0.3786559865890643,0.4208411377873237
23,-0.5,high,True,-0.12476991386392915,0.2600000000000001,-0.1744439344442696,-0.21315892305035566,17,8,0,0,0.10157131144060293,0.06661445885770051,0.13120410688193135,0.0019935451951952664,0.5728870526392473,86.76,55.31371138033197,32,220,0.6375485405755184,2169,0.12348494251674656,0.26569035705866334,-0.21233557165911313,0.7550224284776168
23,0.0,low,True,0.3832661285365849,0.3866666666666668,0.06882454401942187,0.09849943014601273,17,8,0,0,0.0975610822076404,0.062346545507678555,0.11875064892623906,0.0011860660151686532,0.4812862904412073,86.76,55.31371138033197,32,220,0.6375485405755184,2169,0.033734076550945576,0.1395940352081152,-0.36874333821616667,0.42048441989826124
23,0.0,high,True,0.3832661285365849,0.3866666666666668,0.06882454401942187,0.09849943014601273,17,8,0,0,0.0975610822076404,0.062346545507678555,0.11875064892623906,0.0011860660151686532,0.4812862904412073,86.76,55.31371138033197,32,220,0.6375485405755184,2169,0.12335558628645799,0.2664266184297633,-0.20438879897886822,0.7546714949559379
