seed,beta,redundancy,w_sat,w_sat_proven,w_sat_status,w_sat_n_selected,corpus_token_mass,budget_tight,budget_medium,budget_loose,ordered,max_rho_dev,min_token,tight_affords_one,runtime_s
19,0.5,high,610,True,proven_optimal,9,1964,152,366,915,True,0.0008196721311475308,25,True,0.016650290926918387
19,1.0,low,922,True,proven_optimal,11,1964,230,553,1383,True,0.0005422993492407713,25,True,0.02280824992340058
19,1.0,high,927,True,proven_optimal,9,1964,232,556,1390,True,0.0005393743257819938,25,True,0.026033040951006114
19,1.5,low,1067,True,proven_optimal,10,1964,267,640,1600,True,0.0004686035613870043,25,True,0.016155750025063753
19,1.5,high,1014,True,proven_optimal,9,1964,254,608,1521,True,0.0004930966469428033,25,True,0.016395459068007767
19,2.0,low,1126,True,proven_optimal,10,1964,282,676,1689,True,0.000444049733570151,25,True,0.015857292106375098
19,2.0,high,929,True,proven_optimal,7,1964,232,557,1394,True,0.0005382131324003225,25,True,0.015987333026714623
20,-0.5,low,504,True,proven_optimal,9,1830,126,302,756,True,0.0007936507936507908,24,True,0.0235896660014987
20,-0.5,high,389,True,proven_optimal,6,1830,97,233,584,True,0.0012853470437017567,24,True,0.025230915984138846
20,0.0,low,575,True,proven_optimal,8,1830,144,345,862,True,0.0008695652173913437,24,True,0.015547291957773268
20,0.0,high,389,True,proven_optimal,6,1830,97,233,584,True,0.0012853470437017567,24,True,0.04275670903734863
20,0.5,low,575,True,proven_optimal,8,1830,144,345,862,True,0.0008695652173913437,24,True,0.02905629202723503
20,0.5,high,343,True,proven_optimal,5,1830,86,206,514,True,0.001457725947521915,24,True,0.02741837501525879
20,1.0,low,575,True,proven_optimal,8,1830,144,345,862,True,0.0008695652173913437,24,True,0.037950375000946224
20,1.0,high,343,True,proven_optimal,5,1830,86,206,514,True,0.001457725947521915,24,True,0.07860012503806502
20,1.5,low,802,True,proven_optimal,9,1830,200,481,1203,True,0.0006234413965087171,24,True,0.11159812496043742
20,1.5,high,444,True,proven_optimal,5,1830,111,266,666,True,0.0009009009009008917,24,True,0.056618041009642184
20,2.0,low,937,True,proven_optimal,9,1830,234,562,1406,True,0.0005336179295625243,24,True,0.1327957499306649
20,2.0,high,543,True,proven_optimal,5,1830,136,326,814,True,0.0009208103130755596,24,True,0.05942750000394881
21,-0.5,low,972,True,proven_optimal,9,2950,243,583,1458,True,0.0002057613168724437,47,True,0.0446534170769155
21,-0.5,high,539,True,proven_optimal,6,2950,135,323,808,True,0.0009276437847867136,47,True,0.03998962510377169
21,0.0,low,1155,True,proven_optimal,10,2950,289,693,1732,True,0.00043290043290045155,47,True,0.016344667063094676
21,0.0,high,903,True,proven_optimal,7,2950,226,542,1354,True,0.0005537098560355336,47,True,0.024737374973483384
21,0.5,low,1257,True,proven_optimal,11,2950,314,754,1886,True,0.00039777247414485295,47,True,0.024094250053167343
21,0.5,high,903,True,proven_optimal,7,2950,226,542,1354,True,0.0005537098560355336,47,True,0.01536916708573699
21,1.0,low,1416,True,proven_optimal,11,2950,354,850,2124,True,0.00028248587570622874,47,True,0.0151057920884341
21,1.0,high,903,True,proven_optimal,7,2950,226,542,1354,True,0.0005537098560355336,47,True,0.04129187494982034
21,1.5,low,1416,True,proven_optimal,11,2950,354,850,2124,True,0.00028248587570622874,47,True,0.016202582977712154
21,1.5,high,1152,True,proven_optimal,8,2950,288,691,1728,True,0.00017361111111113825,47,True,0.07178608304820955
21,2.0,low,1877,True,proven_optimal,12,2950,469,1126,2816,True,0.0002663825253064189,47,True,0.14759412501007318
21,2.0,high,1612,True,proven_optimal,9,2950,403,967,2418,True,0.0001240694789081953,47,True,0.045722250011749566
22,-0.5,low,862,True,proven_optimal,12,1971,216,517,1293,True,0.0005800464037122866,22,True,0.01557824993506074
22,-0.5,high,527,True,proven_optimal,8,1971,132,316,790,True,0.000948766603415585,22,True,0.026184750022366643
22,0.0,low,817,True,proven_optimal,11,1971,204,490,1226,True,0.000611995104039087,22,True,0.01578037498984486
22,0.0,high,710,True,proven_optimal,8,1971,178,426,1065,True,0.0007042253521126751,22,True,0.05185054207686335
22,0.5,low,955,True,proven_optimal,10,1971,239,573,1432,True,0.0005235602094240122,22,True,0.02196512499358505
22,0.5,high,710,True,proven_optimal,8,1971,178,426,1065,True,0.0007042253521126751,22,True,0.01562983391340822
22,1.0,low,900,True,proven_optimal,9,1971,225,540,1350,True,0.0,22,True,0.015447292011231184
22,1.0,high,748,True,proven_optimal,8,1971,187,449,1122,True,0.0002673796791443639,22,True,0.016079708002507687
22,1.5,low,1077,True,proven_optimal,10,1971,269,646,1616,True,0.00046425255338911064,22,True,0.024613291956484318
22,1.5,high,796,True,proven_optimal,7,1971,199,478,1194,True,0.0005025125628140836,22,True,0.027714582975022495
22,2.0,low,1179,True,proven_optimal,10,1971,295,707,1768,True,0.00042408821034767286,22,True,0.015283416956663132
22,2.0,high,740,True,proven_optimal,6,1971,185,444,1110,True,0.0,22,True,0.028834542026743293
23,-0.5,low,902,True,proven_optimal,11,2169,226,541,1353,True,0.0005543237250554278,32,True,0.016059916000813246
23,-0.5,high,698,True,proven_optimal,8,2169,174,419,1047,True,0.0007163323782234943,32,True,0.02942216699011624
23,0.0,low,902,True,proven_optimal,11,2169,226,541,1353,True,0.0005543237250554278,32,True,0.03623675007838756
23,0.0,high,665,True,proven_optimal,7,2169,166,399,998,True,0.0007518796992480592,32,True,0.026378417038358748
23,0.5,low,1181,True,proven_optimal,11,2169,295,709,1772,True,0.00042337002540215884,32,True,0.03380266600288451
23,0.5,high,944,True,proven_optimal,8,2169,236,566,1416,True,0.0004237288135593431,32,True,0.02341025008354336
23,1.0,low,1256,True,proven_optimal,11,2169,314,754,1884,True,0.0003184713375796733,32,True,0.05456791596952826
23,1.0,high,876,True,proven_optimal,6,2169,219,526,1314,True,0.0004566210045662267,32,True,0.02313729200977832
23,1.5,low,1323,True,proven_optimal,11,2169,331,794,1984,True,0.00037792894935750887,32,True,0.015860875020734966
23,1.5,high,970,True,proven_optimal,6,2169,242,582,1455,True,0.0005154639175257714,32,True,0.023642582935281098
23,2.0,low,1429,True,proven_optimal,11,2169,357,857,2144,True,0.0003498950314906324,32,True,0.016392749967053533
23,2.0,high,970,True,proven_optimal,6,2169,242,582,1455,True,0.0005154639175257714,32,True,0.015819124993868172
24,-0.5,low,911,True,proven_optimal,10,2254,228,547,1366,True,0.0005488474204171645,38,True,0.015417666989378631
24,-0.5,high,562,True,proven_optimal,6,2254,140,337,843,True,0.0008896797153024882,38,True,0.027605082956142724
24,0.0,low,911,True,proven_optimal,10,2254,228,547,1366,True,0.0005488474204171645,38,True,0.017224500072188675
24,0.0,high,653,True,proven_optimal,6,2254,163,392,980,True,0.0007656967840734552,38,True,0.026957791997119784
24,0.5,low,1025,True,proven_optimal,10,2254,256,615,1538,True,0.0004878048780487809,38,True,0.01681275002192706
24,0.5,high,798,True,proven_optimal,7,2254,200,479,1197,True,0.0006265664160400863,38,True,0.0343817500397563
24,1.0,low,976,True,proven_optimal,9,2254,244,586,1464,True,0.0004098360655737654,38,True,0.016716082929633558
24,1.0,high,798,True,proven_optimal,7,2254,200,479,1197,True,0.0006265664160400863,38,True,0.01611104200128466
24,1.5,low,1128,True,proven_optimal,9,2254,282,677,1692,True,0.00017730496453904898,38,True,0.015398874995298684
24,1.5,high,917,True,proven_optimal,8,2254,229,550,1376,True,0.0005452562704471031,38,True,0.026227375026792288
24,2.0,low,1128,True,proven_optimal,9,2254,282,677,1692,True,0.00017730496453904898,38,True,0.015439457958564162
24,2.0,high,1055,True,proven_optimal,8,2254,264,633,1582,True,0.00047393364928915993,38,True,0.023945249966345727
25,-0.5,low,632,True,proven_optimal,10,2099,158,379,948,True,0.00031645569620253333,31,True,0.01557374990079552
25,-0.5,high,366,True,proven_optimal,6,2099,92,220,549,True,0.0013661202185792365,31,True,0.022556500043720007
25,0.0,low,632,True,proven_optimal,10,2099,158,379,948,True,0.00031645569620253333,31,True,0.015936334035359323
25,0.0,high,366,True,proven_optimal,6,2099,92,220,549,True,0.0013661202185792365,31,True,0.02112824993673712
25,0.5,low,758,True,proven_optimal,11,2099,190,455,1137,True,0.0006596306068601399,31,True,0.015436167013831437
25,0.5,high,321,True,proven_optimal,5,2099,80,193,482,True,0.0015576323987538387,31,True,0.020451958058401942
25,1.0,low,718,True,proven_optimal,10,2099,180,431,1077,True,0.0006963788300835549,31,True,0.015868125017732382
25,1.0,high,447,True,proven_optimal,6,2099,112,268,670,True,0.0011185682326622093,31,True,0.023011374985799193
25,1.5,low,695,True,proven_optimal,9,2099,174,417,1042,True,0.0007194244604316058,31,True,0.01584254193585366
25,1.5,high,447,True,proven_optimal,6,2099,112,268,670,True,0.0011185682326622093,31,True,0.027808333979919553
25,2.0,low,1068,True,proven_optimal,10,2099,267,641,1602,True,0.0001872659176029856,31,True,0.08052112499717623
25,2.0,high,663,True,proven_optimal,5,2099,166,398,994,True,0.0007541478129713397,31,True,0.04594679200090468
26,-0.5,low,877,True,proven_optimal,12,2300,219,526,1316,True,0.0005701254275940482,29,True,0.03617504192516208
26,-0.5,high,775,True,proven_optimal,9,2300,194,465,1162,True,0.00064516129032266,29,True,0.031268415972590446
26,0.0,low,1261,True,proven_optimal,13,2300,315,757,1892,True,0.0003965107057890549,29,True,0.025168583961203694
26,0.0,high,843,True,proven_optimal,9,2300,211,506,1264,True,0.0005931198102016033,29,True,0.027088791015557945
26,0.5,low,1291,True,proven_optimal,13,2300,323,775,1936,True,0.0003872966692486379,29,True,0.015955333947204053
26,0.5,high,957,True,proven_optimal,9,2300,239,574,1436,True,0.0005224660397074032,29,True,0.027867292053997517
26,1.0,low,1214,True,proven_optimal,11,2300,304,728,1821,True,0.0004118616144975218,29,True,0.015579290920868516
26,1.0,high,1157,True,proven_optimal,10,2300,289,694,1736,True,0.0004321521175454368,29,True,0.024301374913193285
26,1.5,low,1157,True,proven_optimal,10,2300,289,694,1736,True,0.0004321521175454368,29,True,0.015464792028069496
26,1.5,high,1157,True,proven_optimal,10,2300,289,694,1736,True,0.0004321521175454368,29,True,0.015850250027142465
26,2.0,low,1431,True,proven_optimal,11,2300,358,859,2146,True,0.00034940600978328185,29,True,0.017464625067077577
26,2.0,high,1351,True,proven_optimal,10,2300,338,811,2026,True,0.0003700962250186013,29,True,0.016411249991506338
27,-0.5,low,746,True,proven_optimal,11,2378,186,448,1119,True,0.0006702412868632712,29,True,0.03524849994573742
27,-0.5,high,578,True,proven_optimal,9,2378,144,347,867,True,0.0008650519031142001,29,True,0.05282479093875736
27,0.0,low,1130,True,proven_optimal,12,2378,282,678,1695,True,0.0004424778761061843,29,True,0.1178352499846369
27,0.0,high,496,True,proven_optimal,7,2378,124,298,744,True,0.0008064516129032695,29,True,0.06984245800413191
27,0.5,low,1099,True,proven_optimal,11,2378,275,659,1648,True,0.00045495905368508893,29,True,0.034217208973132074
27,0.5,high,802,True,proven_optimal,7,2378,200,481,1203,True,0.0006234413965087171,29,True,0.06440141703933477
27,1.0,low,1148,True,proven_optimal,10,2378,287,689,1722,True,0.00017421602787459634,29,True,0.01655041694175452
27,1.0,high,895,True,proven_optimal,7,2378,224,537,1342,True,0.0005586592178770111,29,True,0.06750733393710107
27,1.5,low,1148,True,proven_optimal,10,2378,287,689,1722,True,0.00017421602787459634,29,True,0.016146374982781708
27,1.5,high,895,True,proven_optimal,7,2378,224,537,1342,True,0.0005586592178770111,29,True,0.0778122500050813
27,2.0,low,1595,True,proven_optimal,12,2378,399,957,2392,True,0.00031347962382444194,29,True,0.016452374984510243
27,2.0,high,1028,True,proven_optimal,8,2378,257,617,1542,True,0.00019455252918287869,29,True,0.07577287498861551
28,-0.5,low,1143,True,proven_optimal,12,2518,286,686,1714,True,0.00043744531933498365,25,True,0.016568084014579654
28,-0.5,high,628,True,proven_optimal,8,2518,157,377,942,True,0.0003184713375796733,25,True,0.022536958917044103
28,0.0,low,1216,True,proven_optimal,12,2518,304,730,1824,True,0.0003289473684210398,25,True,0.015624667052179575
28,0.0,high,791,True,proven_optimal,9,2518,198,475,1186,True,0.0006321112515803584,25,True,0.06014591595157981
28,0.5,low,1546,True,proven_optimal,13,2518,386,928,2319,True,0.0003234152652005218,25,True,0.015828707953915
28,0.5,high,1042,True,proven_optimal,9,2518,260,625,1563,True,0.0004798464491362897,25,True,0.028787250048480928
28,1.0,low,1581,True,proven_optimal,13,2518,395,949,2372,True,0.00031625553447178767,25,True,0.015844790963456035
28,1.0,high,1042,True,proven_optimal,9,2518,260,625,1563,True,0.0004798464491362897,25,True,0.027589165954850614
28,1.5,low,1677,True,proven_optimal,13,2518,419,1006,2516,True,0.00029815146094214207,25,True,0.015879208920523524
28,1.5,high,1174,True,proven_optimal,9,2518,294,704,1761,True,0.0004258943781941804,25,True,0.032284250017255545
28,2.0,low,1677,True,proven_optimal,13,2518,419,1006,2516,True,0.00029815146094214207,25,True,0.016221457975916564
28,2.0,high,1364,True,proven_optimal,9,2518,341,818,2046,True,0.0002932551319647647,25,True,0.02497312508057803
29,-0.5,low,710,True,proven_optimal,11,1960,178,426,1065,True,0.0007042253521126751,36,True,0.01583958393894136
29,-0.5,high,479,True,proven_optimal,8,1960,120,287,718,True,0.0010438413361169019,36,True,0.03038291702978313
29,0.0,low,839,True,proven_optimal,12,1960,210,503,1258,True,0.0005959475566150729,36,True,0.01762879197485745
29,0.0,high,622,True,proven_optimal,8,1960,156,373,933,True,0.0008038585209003135,36,True,0.039953124942258
29,0.5,low,1050,True,proven_optimal,12,1960,262,630,1575,True,0.0004761904761904634,36,True,0.05808645801153034
29,0.5,high,700,True,proven_optimal,8,1960,175,420,1050,True,0.0,36,True,0.039665042073465884
29,1.0,low,1146,True,proven_optimal,12,1960,286,688,1719,True,0.00043630017452006564,36,True,0.03136483300477266
29,1.0,high,793,True,proven_optimal,8,1960,198,476,1190,True,0.0006305170239595537,36,True,0.043087083962745965
29,1.5,low,1244,True,proven_optimal,12,1960,311,746,1866,True,0.0003215434083601032,36,True,0.01643170800525695
29,1.5,high,864,True,proven_optimal,8,1960,216,518,1296,True,0.0004629629629628873,36,True,0.027031917008571327
29,2.0,low,1186,True,proven_optimal,11,1960,296,712,1779,True,0.0004215851602023535,36,True,0.015811958932317793
29,2.0,high,960,True,proven_optimal,8,1960,240,576,1440,True,0.0,36,True,0.029206500039435923
30,-0.5,low,1254,True,proven_optimal,13,2108,314,752,1881,True,0.0003987240829346206,30,True,0.017085083993151784
30,-0.5,high,1034,True,proven_optimal,10,2108,258,620,1551,True,0.00048355899419730286,30,True,0.02653637493494898
30,0.0,low,1254,True,proven_optimal,13,2108,314,752,1881,True,0.0003987240829346206,30,True,0.01644324988592416
30,0.0,high,1034,True,proven_optimal,10,2108,258,620,1551,True,0.00048355899419730286,30,True,0.015961874974891543
30,0.5,low,1210,True,proven_optimal,12,2108,302,726,1815,True,0.0004132231404958553,30,True,0.016372625017538667
30,0.5,high,1034,True,proven_optimal,10,2108,258,620,1551,True,0.00048355899419730286,30,True,0.016027707955799997
30,1.0,low,1342,True,proven_optimal,13,2108,336,805,2013,True,0.00037257824143072105,30,True,0.015873875003308058
30,1.0,high,1034,True,proven_optimal,10,2108,258,620,1551,True,0.00048355899419730286,30,True,0.05067516700364649
30,1.5,low,1265,True,proven_optimal,12,2108,316,759,1898,True,0.00039525691699604515,30,True,0.016470667091198266
30,1.5,high,1093,True,proven_optimal,10,2108,273,656,1640,True,0.00045745654162865357,30,True,0.035893292049877346
30,2.0,low,1362,True,proven_optimal,12,2108,340,817,2043,True,0.00036710719530103075,30,True,0.016947874915786088
30,2.0,high,1170,True,proven_optimal,10,2108,292,702,1755,True,0.00042735042735042583,30,True,0.026487333001568913
31,-0.5,low,727,True,proven_optimal,10,1910,182,436,1090,True,0.0006877579092159358,28,True,0.024900624994188547
31,-0.5,high,440,True,proven_optimal,7,1910,110,264,660,True,0.0,28,True,0.028738291934132576
31,0.0,low,690,True,proven_optimal,9,1910,172,414,1035,True,0.0007246376811594069,28,True,0.016637834021821618
31,0.0,high,645,True,proven_optimal,8,1910,161,387,968,True,0.0007751937984497026,28,True,0.03563054103869945
31,0.5,low,690,True,proven_optimal,9,1910,172,414,1035,True,0.0007246376811594069,28,True,0.016111791948787868
31,0.5,high,645,True,proven_optimal,8,1910,161,387,968,True,0.0007751937984497026,28,True,0.015227125026285648
31,1.0,low,690,True,proven_optimal,9,1910,172,414,1035,True,0.0007246376811594069,28,True,0.015006958041340113
31,1.0,high,645,True,proven_optimal,8,1910,161,387,968,True,0.0007751937984497026,28,True,0.014888999983668327
31,1.5,low,784,True,proven_optimal,9,1910,196,470,1176,True,0.0005102040816326037,28,True,0.015132832922972739
31,1.5,high,717,True,proven_optimal,8,1910,179,430,1076,True,0.0006973500697349255,28,True,0.024647959042340517
31,2.0,low,849,True,proven_optimal,9,1910,212,509,1274,True,0.0005889281507656108,28,True,0.06199662503786385
31,2.0,high,739,True,proven_optimal,7,1910,185,443,1108,True,0.0006765899864682456,28,True,0.01632870896719396
32,-0.5,low,825,True,proven_optimal,10,2222,206,495,1238,True,0.0006060606060604989,40,True,0.030871624941937625
32,-0.5,high,529,True,proven_optimal,7,2222,132,317,794,True,0.000945179584120881,40,True,0.015802416019141674
32,0.0,low,1022,True,proven_optimal,12,2222,256,613,1533,True,0.0004892367906066397,40,True,0.01606270798947662
32,0.0,high,529,True,proven_optimal,7,2222,132,317,794,True,0.000945179584120881,40,True,0.05597416707314551
32,0.5,low,1076,True,proven_optimal,12,2222,269,646,1614,True,0.0003717472118959231,40,True,0.02587883302476257
32,0.5,high,661,True,proven_optimal,8,2222,165,397,992,True,0.0007564296520423675,40,True,0.0637390409829095
32,1.0,low,1444,True,proven_optimal,14,2222,361,866,2166,True,0.0002770083102492382,40,True,0.025900250067934394
32,1.0,high,719,True,proven_optimal,7,2222,180,431,1078,True,0.0006954102920724292,40,True,0.06995841593015939
32,1.5,low,1444,True,proven_optimal,14,2222,361,866,2166,True,0.0002770083102492382,40,True,0.016209374996833503
32,1.5,high,992,True,proven_optimal,8,2222,248,595,1488,True,0.0002016129032257341,40,True,0.050523166079074144
32,2.0,low,1390,True,proven_optimal,13,2222,348,834,2085,True,0.0003597122302158029,40,True,0.01620825007557869
32,2.0,high,1049,True,proven_optimal,8,2222,262,629,1574,True,0.0004766444232602307,40,True,0.02512145892251283
33,-0.5,low,844,True,proven_optimal,12,1781,211,506,1266,True,0.0004739336492890489,30,True,0.01633662497624755
33,-0.5,high,672,True,proven_optimal,9,1781,168,403,1008,True,0.00029761904761904656,30,True,0.015513124992139637
33,0.0,low,796,True,proven_optimal,11,1781,199,478,1194,True,0.0005025125628140836,30,True,0.01598350005224347
33,0.0,high,672,True,proven_optimal,9,1781,168,403,1008,True,0.00029761904761904656,30,True,0.016511833062395453
33,0.5,low,796,True,proven_optimal,11,1781,199,478,1194,True,0.0005025125628140836,30,True,0.015970999957062304
33,0.5,high,672,True,proven_optimal,9,1781,168,403,1008,True,0.00029761904761904656,30,True,0.016643790993839502
33,1.0,low,796,True,proven_optimal,11,1781,199,478,1194,True,0.0005025125628140836,30,True,0.015023000072687864
33,1.0,high,698,True,proven_optimal,8,1781,174,419,1047,True,0.0007163323782234943,30,True,0.01612854201812297
33,1.5,low,834,True,proven_optimal,10,1781,208,500,1251,True,0.0005995203836930418,30,True,0.01591087505221367
33,1.5,high,683,True,proven_optimal,7,1781,171,410,1024,True,0.0007320644216690653,30,True,0.016146625042892992
33,2.0,low,716,True,proven_optimal,8,1781,179,430,1074,True,0.0005586592178771221,30,True,0.016013417043723166
33,2.0,high,683,True,proven_optimal,7,1781,171,410,1024,True,0.0007320644216690653,30,True,0.1788411249872297
34,-0.5,low,973,True,proven_optimal,12,2149,243,584,1460,True,0.0005138746145940676,24,True,0.09852949995547533
34,-0.5,high,451,True,proven_optimal,6,2149,113,271,676,True,0.0011086474501109667,24,True,0.02913054102100432
34,0.0,low,927,True,proven_optimal,11,2149,232,556,1390,True,0.0005393743257819938,24,True,0.0433521670056507
34,0.0,high,536,True,proven_optimal,6,2149,134,322,804,True,0.0007462686567164534,24,True,0.02866904204711318
34,0.5,low,1081,True,proven_optimal,12,2149,270,649,1622,True,0.00046253469010171244,24,True,0.03639224998187274
34,0.5,high,813,True,proven_optimal,8,2149,203,488,1220,True,0.0006150061500616033,24,True,0.05191504198592156
34,1.0,low,1018,True,proven_optimal,11,2149,254,611,1527,True,0.0004911591355599154,24,True,0.016093874932266772
34,1.0,high,813,True,proven_optimal,8,2149,203,488,1220,True,0.0006150061500616033,24,True,0.1005909169325605
34,1.5,low,1111,True,proven_optimal,10,2149,278,667,1666,True,0.0004500450045004101,24,True,0.027625959017314017
34,1.5,high,775,True,proven_optimal,7,2149,194,465,1162,True,0.00064516129032266,24,True,0.024049250059761107
34,2.0,low,1206,True,proven_optimal,11,2149,302,724,1809,True,0.0004145936981758136,24,True,0.015739833004772663
34,2.0,high,988,True,proven_optimal,8,2149,247,593,1482,True,0.00020242914979762272,24,True,0.016428375034593046
35,-0.5,low,1066,True,proven_optimal,12,2080,266,640,1599,True,0.00046904315196999447,27,True,0.08341774996370077
35,-0.5,high,648,True,proven_optimal,7,2080,162,389,972,True,0.00030864197530866555,27,True,0.08395274996291846
35,0.0,low,998,True,proven_optimal,10,2080,250,599,1497,True,0.0005010020040079888,27,True,0.015877833007834852
35,0.0,high,733,True,proven_optimal,7,2080,183,440,1100,True,0.0006821282401090478,27,True,0.07093458296731114
35,0.5,low,1096,True,proven_optimal,11,2080,274,658,1644,True,0.00036496350364967345,27,True,0.015783875016495585
35,0.5,high,784,True,proven_optimal,7,2080,196,470,1176,True,0.0005102040816326037,27,True,0.039784374996088445
35,1.0,low,1096,True,proven_optimal,11,2080,274,658,1644,True,0.00036496350364967345,27,True,0.016236540977843106
35,1.0,high,784,True,proven_optimal,7,2080,196,470,1176,True,0.0005102040816326037,27,True,0.07030270807445049
35,1.5,low,1113,True,proven_optimal,11,2080,278,668,1670,True,0.0004492362982928544,27,True,0.01656150002963841
35,1.5,high,890,True,proven_optimal,8,2080,222,534,1335,True,0.0005617977528089846,27,True,0.1145510000642389
35,2.0,low,1049,True,proven_optimal,10,2080,262,629,1574,True,0.0004766444232602307,27,True,0.017912209033966064
35,2.0,high,890,True,proven_optimal,8,2080,222,534,1335,True,0.0005617977528089846,27,True,0.30851020803675056
36,-0.5,low,1129,True,proven_optimal,11,2827,282,677,1694,True,0.0004428697962799433,28,True,0.016042042057961226
36,-0.5,high,415,True,proven_optimal,5,2827,104,249,622,True,0.00120481927710836,28,True,0.16491375002078712
36,0.0,low,1084,True,proven_optimal,10,2827,271,650,1626,True,0.00036900369003689537,28,True,0.01633608399424702
36,0.0,high,843,True,proven_optimal,8,2827,211,506,1264,True,0.0005931198102016033,28,True,0.1330142499646172
36,0.5,low,1084,True,proven_optimal,10,2827,271,650,1626,True,0.00036900369003689537,28,True,0.016015709028579295
36,0.5,high,1110,True,proven_optimal,8,2827,278,666,1665,True,0.00045045045045044585,28,True,0.04018987494055182
36,1.0,low,1514,True,proven_optimal,11,2827,378,908,2271,True,0.0003302509907529838,28,True,0.016370833036489785
36,1.0,high,1272,True,proven_optimal,9,2827,318,763,1908,True,0.00015723270440248793,28,True,0.039720874978229403
36,1.5,low,1514,True,proven_optimal,11,2827,378,908,2271,True,0.0003302509907529838,28,True,0.015843500033952296
36,1.5,high,1272,True,proven_optimal,9,2827,318,763,1908,True,0.00015723270440248793,28,True,0.01641841698437929
36,2.0,low,1802,True,proven_optimal,11,2827,450,1081,2703,True,0.0002774694783573839,28,True,0.016526958090253174
36,2.0,high,1521,True,proven_optimal,9,2827,380,913,2282,True,0.00032873109796183186,28,True,0.030368125066161156
37,-0.5,low,711,True,proven_optimal,11,2057,178,427,1066,True,0.0007032348804500987,32,True,0.02569479204248637
37,-0.5,high,387,True,proven_optimal,7,2057,97,232,580,True,0.0012919896640826156,32,True,0.0227429160149768
37,0.0,low,696,True,proven_optimal,10,2057,174,418,1044,True,0.0005747126436781436,32,True,0.029335916973650455
37,0.0,high,475,True,proven_optimal,7,2057,119,285,712,True,0.001052631578947416,32,True,0.022921624942682683
37,0.5,low,795,True,proven_optimal,9,2057,199,477,1192,True,0.0006289308176101738,32,True,0.015420999960042536
37,0.5,high,521,True,proven_optimal,6,2057,130,313,782,True,0.0009596928982724684,32,True,0.026826749905012548
37,1.0,low,795,True,proven_optimal,9,2057,199,477,1192,True,0.0006289308176101738,32,True,0.015613125055097044
37,1.0,high,521,True,proven_optimal,6,2057,130,313,782,True,0.0009596928982724684,32,True,0.02283454197458923
37,1.5,low,795,True,proven_optimal,9,2057,199,477,1192,True,0.0006289308176101738,32,True,0.015955417067743838
37,1.5,high,697,True,proven_optimal,7,2057,174,418,1046,True,0.0007173601147776321,32,True,0.02542183396872133
37,2.0,low,953,True,proven_optimal,9,2057,238,572,1430,True,0.0005246589716683125,32,True,0.015493042068555951
37,2.0,high,856,True,proven_optimal,7,2057,214,514,1284,True,0.00046728971962617383,32,True,0.024304416961967945
38,-0.5,low,680,True,proven_optimal,9,1926,170,408,1020,True,0.0,31,True,0.027080291067250073
38,-0.5,high,405,True,proven_optimal,6,1926,101,243,608,True,0.0012345679012346622,31,True,0.015920709003694355
38,0.0,low,680,True,proven_optimal,9,1926,170,408,1020,True,0.0,31,True,0.01650858297944069
38,0.0,high,507,True,proven_optimal,7,1926,127,304,760,True,0.0009861932938854956,31,True,0.02319516707211733
38,0.5,low,882,True,proven_optimal,10,1926,220,529,1323,True,0.0005668934240362911,31,True,0.015430665924213827
38,0.5,high,469,True,proven_optimal,6,1926,117,281,704,True,0.0010660980810235365,31,True,0.023931125062517822
38,1.0,low,882,True,proven_optimal,10,1926,220,529,1323,True,0.0005668934240362911,31,True,0.015563374967314303
38,1.0,high,695,True,proven_optimal,7,1926,174,417,1042,True,0.0007194244604316058,31,True,0.0274191671051085
38,1.5,low,882,True,proven_optimal,10,1926,220,529,1323,True,0.0005668934240362911,31,True,0.01624020899180323
38,1.5,high,730,True,proven_optimal,7,1926,182,438,1095,True,0.0006849315068493123,31,True,0.015468833036720753
38,2.0,low,917,True,proven_optimal,10,1926,229,550,1376,True,0.0005452562704471031,31,True,0.061485958052799106
38,2.0,high,758,True,proven_optimal,7,1926,190,455,1137,True,0.0006596306068601399,31,True,0.023916292004287243
39,-0.5,low,919,True,proven_optimal,12,1962,230,551,1378,True,0.0005440696409140244,20,True,0.016131249954923987
39,-0.5,high,552,True,proven_optimal,8,1962,138,331,828,True,0.00036231884057968955,20,True,0.022968541947193444
39,0.0,low,1077,True,proven_optimal,12,1962,269,646,1616,True,0.00046425255338911064,20,True,0.016070290934294462
39,0.0,high,681,True,proven_optimal,8,1962,170,409,1022,True,0.0007342143906019505,20,True,0.015678000054322183
39,0.5,low,1149,True,proven_optimal,11,1962,287,689,1724,True,0.0004351610095736369,20,True,0.015078708063811064
39,0.5,high,996,True,proven_optimal,8,1962,249,598,1494,True,0.00040160642570286065,20,True,0.016786333988420665
39,1.0,low,1197,True,proven_optimal,11,1962,299,718,1796,True,0.0004177109440266502,20,True,0.01629095897078514
39,1.0,high,996,True,proven_optimal,8,1962,249,598,1494,True,0.00040160642570286065,20,True,0.016001916024833918
39,1.5,low,1155,True,proven_optimal,10,1962,289,693,1732,True,0.00043290043290045155,20,True,0.015566291054710746
39,1.5,high,996,True,proven_optimal,8,1962,249,598,1494,True,0.00040160642570286065,20,True,0.015718291979283094
39,2.0,low,1095,True,proven_optimal,9,1962,274,657,1642,True,0.0004566210045662267,20,True,0.01654408301692456
39,2.0,high,996,True,proven_optimal,8,1962,249,598,1494,True,0.00040160642570286065,20,True,0.01617508300114423
