seed,beta,redundancy,w_sat,w_sat_proven,w_sat_status,w_sat_n_selected,corpus_token_mass,budget_tight,budget_medium,budget_loose,ordered,max_rho_dev,min_token,tight_affords_one,runtime_s
40,-0.5,low,871,True,proven_optimal,12,2140,218,523,1306,True,0.0005740528128588274,29,True,0.1050526249455288
40,-0.5,high,428,True,proven_optimal,7,2140,107,257,642,True,0.00046728971962617383,29,True,0.02986158395651728
40,0.0,low,743,True,proven_optimal,10,2140,186,446,1114,True,0.0006729475100941684,29,True,0.015597541001625359
40,0.0,high,393,True,proven_optimal,6,2140,98,236,590,True,0.0012722646310432406,29,True,0.02105045795906335
40,0.5,low,905,True,proven_optimal,10,2140,226,543,1358,True,0.0005524861878452025,29,True,0.015312167000956833
40,0.5,high,393,True,proven_optimal,6,2140,98,236,590,True,0.0012722646310432406,29,True,0.02060683397576213
40,1.0,low,993,True,proven_optimal,11,2140,248,596,1490,True,0.000503524672708977,29,True,0.015234999940730631
40,1.0,high,438,True,proven_optimal,6,2140,110,263,657,True,0.0011415525114155112,29,True,0.03723150002770126
40,1.5,low,1099,True,proven_optimal,11,2140,275,659,1648,True,0.00045495905368508893,29,True,0.02504425006918609
40,1.5,high,729,True,proven_optimal,8,2140,182,437,1094,True,0.000685871056241405,29,True,0.06454237503930926
40,2.0,low,1407,True,proven_optimal,12,2140,352,844,2110,True,0.00035536602700791953,29,True,0.017641208018176258
40,2.0,high,857,True,proven_optimal,7,2140,214,514,1286,True,0.0005834305717620225,29,True,0.07337737502530217
41,-0.5,low,674,True,proven_optimal,10,2002,168,404,1011,True,0.0007418397626112738,19,True,0.016945458948612213
41,-0.5,high,483,True,proven_optimal,7,2002,121,290,724,True,0.0010351966873705098,19,True,0.02314683306030929
41,0.0,low,604,True,proven_optimal,9,2002,151,362,906,True,0.0006622516556291647,19,True,0.027573457919061184
41,0.0,high,464,True,proven_optimal,6,2002,116,278,696,True,0.0008620689655172153,19,True,0.028781624976545572
41,0.5,low,799,True,proven_optimal,9,2002,200,479,1198,True,0.0006257822277846437,19,True,0.033783999970182776
41,0.5,high,605,True,proven_optimal,7,2002,151,363,908,True,0.0008264462809917106,19,True,0.07431645796168596
41,1.0,low,974,True,proven_optimal,10,2002,244,584,1461,True,0.0005133470225872627,19,True,0.016205833991989493
41,1.0,high,698,True,proven_optimal,7,2002,174,419,1047,True,0.0007163323782234943,19,True,0.031475167023018
41,1.5,low,1130,True,proven_optimal,10,2002,282,678,1695,True,0.0004424778761061843,19,True,0.01640762505121529
41,1.5,high,792,True,proven_optimal,7,2002,198,475,1188,True,0.0002525252525252819,19,True,0.10416908306069672
41,2.0,low,1190,True,proven_optimal,10,2002,298,714,1785,True,0.00042016806722688926,19,True,0.01686412503477186
41,2.0,high,900,True,proven_optimal,7,2002,225,540,1350,True,0.0,19,True,0.030066457926295698
42,-0.5,low,886,True,proven_optimal,11,2193,222,532,1329,True,0.0005643340857787726,29,True,0.016246417071670294
42,-0.5,high,659,True,proven_optimal,8,2193,165,395,988,True,0.0007587253414265138,29,True,0.016435207915492356
42,0.0,low,1011,True,proven_optimal,12,2193,253,607,1516,True,0.0004945598417409602,29,True,0.015933207934722304
42,0.0,high,659,True,proven_optimal,8,2193,165,395,988,True,0.0007587253414265138,29,True,0.01559416705276817
42,0.5,low,1011,True,proven_optimal,12,2193,253,607,1516,True,0.0004945598417409602,29,True,0.015198542037978768
42,0.5,high,659,True,proven_optimal,8,2193,165,395,988,True,0.0007587253414265138,29,True,0.014609624980948865
42,1.0,low,971,True,proven_optimal,11,2193,243,583,1456,True,0.000514933058702427,29,True,0.015878875041380525
42,1.0,high,723,True,proven_optimal,8,2193,181,434,1084,True,0.0006915629322268302,29,True,0.015591542003676295
42,1.5,low,1254,True,proven_optimal,12,2193,314,752,1881,True,0.0003987240829346206,29,True,0.015760582988150418
42,1.5,high,723,True,proven_optimal,8,2193,181,434,1084,True,0.0006915629322268302,29,True,0.022814583033323288
42,2.0,low,1343,True,proven_optimal,12,2193,336,806,2014,True,0.00037230081906169943,29,True,0.016272749984636903
42,2.0,high,917,True,proven_optimal,8,2193,229,550,1376,True,0.0005452562704471031,29,True,0.015446749981492758
43,-0.5,low,945,True,proven_optimal,9,2449,236,567,1418,True,0.0005291005291006012,27,True,0.014946499955840409
43,-0.5,high,815,True,proven_optimal,8,2449,204,489,1222,True,0.0006134969325153339,27,True,0.02251074998639524
43,0.0,low,945,True,proven_optimal,9,2449,236,567,1418,True,0.0005291005291006012,27,True,0.016353124985471368
43,0.0,high,918,True,proven_optimal,8,2449,230,551,1377,True,0.0005446623093681713,27,True,0.029676749953068793
43,0.5,low,1174,True,proven_optimal,9,2449,294,704,1761,True,0.0004258943781941804,27,True,0.016520416014827788
43,0.5,high,918,True,proven_optimal,8,2449,230,551,1377,True,0.0005446623093681713,27,True,0.02282845799345523
43,1.0,low,1174,True,proven_optimal,9,2449,294,704,1761,True,0.0004258943781941804,27,True,0.015980625059455633
43,1.0,high,1064,True,proven_optimal,8,2449,266,638,1596,True,0.0003759398496240296,27,True,0.024563209037296474
43,1.5,low,1289,True,proven_optimal,10,2449,322,773,1934,True,0.00038789759503488064,27,True,0.01675979094579816
43,1.5,high,1179,True,proven_optimal,9,2449,295,707,1768,True,0.00042408821034767286,27,True,0.016450916999019682
43,2.0,low,1535,True,proven_optimal,12,2449,384,921,2302,True,0.00032573289902271263,27,True,0.016163582913577557
43,2.0,high,1228,True,proven_optimal,9,2449,307,737,1842,True,0.00016286644951146734,27,True,0.026081333053298295
44,-0.5,low,770,True,proven_optimal,11,1941,192,462,1155,True,0.0006493506493506496,15,True,0.016613250016234815
44,-0.5,high,591,True,proven_optimal,8,1941,148,355,886,True,0.0008460236886633776,15,True,0.04534166702069342
44,0.0,low,1067,True,proven_optimal,13,1941,267,640,1600,True,0.0004686035613870043,15,True,0.016754833981394768
44,0.0,high,645,True,proven_optimal,8,1941,161,387,968,True,0.0007751937984497026,15,True,0.04332866694312543
44,0.5,low,1019,True,proven_optimal,11,1941,255,611,1528,True,0.0004906771344455052,15,True,0.016386041999794543
44,0.5,high,701,True,proven_optimal,7,1941,175,421,1052,True,0.0007132667617688604,15,True,0.04395258391741663
44,1.0,low,1081,True,proven_optimal,11,1941,270,649,1622,True,0.00046253469010171244,15,True,0.023259083041921258
44,1.0,high,873,True,proven_optimal,8,1941,218,524,1310,True,0.000572737686139746,15,True,0.043314000009559095
44,1.5,low,1009,True,proven_optimal,10,1941,252,605,1514,True,0.0004955401387511937,15,True,0.023112916038371623
44,1.5,high,873,True,proven_optimal,8,1941,218,524,1310,True,0.000572737686139746,15,True,0.016412416007369757
44,2.0,low,1142,True,proven_optimal,11,1941,286,685,1713,True,0.0004378283712784814,15,True,0.016317624947987497
44,2.0,high,823,True,proven_optimal,7,1941,206,494,1234,True,0.0006075334143378353,15,True,0.02585829107556492
45,-0.5,low,823,True,proven_optimal,12,2071,206,494,1234,True,0.0006075334143378353,30,True,0.017243625014089048
45,-0.5,high,656,True,proven_optimal,9,2071,164,394,984,True,0.0006097560975609762,30,True,0.030422541894949973
45,0.0,low,778,True,proven_optimal,11,2071,194,467,1167,True,0.0006426735218509061,30,True,0.01726020802743733
45,0.0,high,656,True,proven_optimal,9,2071,164,394,984,True,0.0006097560975609762,30,True,0.03764879202935845
45,0.5,low,778,True,proven_optimal,11,2071,194,467,1167,True,0.0006426735218509061,30,True,0.02245470799971372
45,0.5,high,656,True,proven_optimal,9,2071,164,394,984,True,0.0006097560975609762,30,True,0.03751870908308774
45,1.0,low,1052,True,proven_optimal,12,2071,263,631,1578,True,0.0001901140684410496,30,True,0.05776112503372133
45,1.0,high,866,True,proven_optimal,9,2071,216,520,1299,True,0.000577367205542717,30,True,0.06052791606634855
45,1.5,low,1136,True,proven_optimal,12,2071,284,682,1704,True,0.00035211267605639307,30,True,0.016987917013466358
45,1.5,high,894,True,proven_optimal,8,2071,224,536,1341,True,0.0005592841163311046,30,True,0.03395845799241215
45,2.0,low,1080,True,proven_optimal,11,2071,270,648,1620,True,0.0,30,True,0.03359041700605303
45,2.0,high,894,True,proven_optimal,8,2071,224,536,1341,True,0.0005592841163311046,30,True,0.03703133400995284
46,-0.5,low,553,True,proven_optimal,10,2020,138,332,830,True,0.0009041591320071429,29,True,0.018821791978552938
46,-0.5,high,404,True,proven_optimal,8,2020,101,242,606,True,0.000990099009900991,29,True,0.03420537489000708
46,0.0,low,719,True,proven_optimal,11,2020,180,431,1078,True,0.0006954102920724292,29,True,0.017928582965396345
46,0.0,high,425,True,proven_optimal,7,2020,106,255,638,True,0.0011764705882353343,29,True,0.08330762502737343
46,0.5,low,806,True,proven_optimal,10,2020,202,484,1209,True,0.000620347394540921,29,True,0.025985916960053146
46,0.5,high,425,True,proven_optimal,7,2020,106,255,638,True,0.0011764705882353343,29,True,0.23607295798137784
46,1.0,low,836,True,proven_optimal,10,2020,209,502,1254,True,0.0004784688995215225,29,True,0.02461337496060878
46,1.0,high,614,True,proven_optimal,7,2020,154,368,921,True,0.0008143322475570036,29,True,0.06789616704918444
46,1.5,low,1027,True,proven_optimal,10,2020,257,616,1540,True,0.00048685491723476915,29,True,0.015969207976013422
46,1.5,high,793,True,proven_optimal,6,2020,198,476,1190,True,0.0006305170239595537,29,True,0.11173633299767971
46,2.0,low,1125,True,proven_optimal,10,2020,281,675,1688,True,0.0004444444444444695,29,True,0.01581449992954731
46,2.0,high,793,True,proven_optimal,6,2020,198,476,1190,True,0.0006305170239595537,29,True,0.026779916952364147
47,-0.5,low,734,True,proven_optimal,11,1876,184,440,1101,True,0.0006811989100817262,23,True,0.01605658303014934
47,-0.5,high,461,True,proven_optimal,7,1876,115,277,692,True,0.0010845986984815426,23,True,0.02575658296700567
47,0.0,low,900,True,proven_optimal,11,1876,225,540,1350,True,0.0,23,True,0.01507616601884365
47,0.0,high,438,True,proven_optimal,6,1876,110,263,657,True,0.0011415525114155112,23,True,0.023124792031012475
47,0.5,low,900,True,proven_optimal,11,1876,225,540,1350,True,0.0,23,True,0.023235041997395456
47,0.5,high,478,True,proven_optimal,6,1876,120,287,717,True,0.0010460251046024993,23,True,0.0238057499518618
47,1.0,low,983,True,proven_optimal,11,1876,246,590,1474,True,0.0005086469989827869,23,True,0.022485499968752265
47,1.0,high,581,True,proven_optimal,6,1876,145,349,872,True,0.000860585197934638,23,True,0.023019916960038245
47,1.5,low,983,True,proven_optimal,11,1876,246,590,1474,True,0.0005086469989827869,23,True,0.01619925000704825
47,1.5,high,581,True,proven_optimal,6,1876,145,349,872,True,0.000860585197934638,23,True,0.0366382080828771
47,2.0,low,1226,True,proven_optimal,13,1876,306,736,1839,True,0.00040783034257749207,23,True,0.016222708043642342
47,2.0,high,581,True,proven_optimal,6,1876,145,349,872,True,0.000860585197934638,23,True,0.06267574999947101
48,-0.5,low,1003,True,proven_optimal,11,2597,251,602,1504,True,0.0004985044865404298,25,True,0.016105499933473766
48,-0.5,high,715,True,proven_optimal,8,2597,179,429,1072,True,0.0006993006993007977,25,True,0.017253833007998765
48,0.0,low,1003,True,proven_optimal,11,2597,251,602,1504,True,0.0004985044865404298,25,True,0.015918083023279905
48,0.0,high,715,True,proven_optimal,8,2597,179,429,1072,True,0.0006993006993007977,25,True,0.0157547079725191
48,0.5,low,1196,True,proven_optimal,12,2597,299,718,1794,True,0.00033444816053518345,25,True,0.015950666973367333
48,0.5,high,785,True,proven_optimal,8,2597,196,471,1178,True,0.0006369426751593465,25,True,0.03372837509959936
48,1.0,low,1171,True,proven_optimal,11,2597,293,703,1756,True,0.000426985482493647,25,True,0.01616916700731963
48,1.0,high,920,True,proven_optimal,7,2597,230,552,1380,True,0.0,25,True,0.048537082970142365
48,1.5,low,1171,True,proven_optimal,11,2597,293,703,1756,True,0.000426985482493647,25,True,0.023000917048193514
48,1.5,high,920,True,proven_optimal,7,2597,230,552,1380,True,0.0,25,True,0.03730333305429667
48,2.0,low,1651,True,proven_optimal,13,2597,413,991,2476,True,0.00030284675953962115,25,True,0.025160875055007637
48,2.0,high,920,True,proven_optimal,7,2597,230,552,1380,True,0.0,25,True,0.05312445794697851
49,-0.5,low,761,True,proven_optimal,9,2206,190,457,1142,True,0.0006570302233903647,24,True,0.01621829194482416
49,-0.5,high,555,True,proven_optimal,7,2206,139,333,832,True,0.0009009009009008917,24,True,0.06657912500668317
49,0.0,low,761,True,proven_optimal,9,2206,190,457,1142,True,0.0006570302233903647,24,True,0.016132708988152444
49,0.0,high,591,True,proven_optimal,6,2206,148,355,886,True,0.0008460236886633776,24,True,0.07535962504334748
49,0.5,low,926,True,proven_optimal,9,2206,232,556,1389,True,0.000539956803455699,24,True,0.016245209029875696
49,0.5,high,793,True,proven_optimal,7,2206,198,476,1190,True,0.0006305170239595537,24,True,0.028949290979653597
49,1.0,low,1135,True,proven_optimal,10,2206,284,681,1702,True,0.0004405286343611703,24,True,0.015614125062711537
49,1.0,high,793,True,proven_optimal,7,2206,198,476,1190,True,0.0006305170239595537,24,True,0.048247041064314544
49,1.5,low,1189,True,proven_optimal,10,2206,297,713,1784,True,0.000420521446593769,24,True,0.016181749990209937
49,1.5,high,888,True,proven_optimal,7,2206,222,533,1332,True,0.00022522522522527844,24,True,0.015489000012166798
49,2.0,low,1189,True,proven_optimal,10,2206,297,713,1784,True,0.000420521446593769,24,True,0.015396749950014055
49,2.0,high,888,True,proven_optimal,7,2206,222,533,1332,True,0.00022522522522527844,24,True,0.014997334103100002
50,-0.5,low,988,True,proven_optimal,11,2938,247,593,1482,True,0.00020242914979762272,38,True,0.015170958009548485
50,-0.5,high,725,True,proven_optimal,8,2938,181,435,1088,True,0.0006896551724138167,38,True,0.05571975000202656
50,0.0,low,1230,True,proven_optimal,11,2938,308,738,1845,True,0.00040650406504066927,38,True,0.015865125111304224
50,0.0,high,967,True,proven_optimal,8,2938,242,580,1450,True,0.0005170630816959676,38,True,0.056187374982982874
50,0.5,low,1856,True,proven_optimal,13,2938,464,1114,2784,True,0.00021551724137935935,38,True,0.015878292033448815
50,0.5,high,1398,True,proven_optimal,9,2938,350,839,2097,True,0.0003576537911301747,38,True,0.0831893750000745
50,1.0,low,1791,True,proven_optimal,12,2938,448,1075,2686,True,0.0002791736460077132,38,True,0.016652833088301122
50,1.0,high,1629,True,proven_optimal,10,2938,407,977,2444,True,0.0003069367710251125,38,True,0.03373074997216463
50,1.5,low,2186,True,proven_optimal,13,2938,546,1312,3279,True,0.00022872827081427127,38,True,0.01696258399169892
50,1.5,high,1683,True,proven_optimal,8,2938,421,1010,2524,True,0.0002970885323827499,38,True,0.016553084016777575
50,2.0,low,2127,True,proven_optimal,12,2938,532,1276,3190,True,0.0002350728725906137,38,True,0.016208750079385936
50,2.0,high,1929,True,proven_optimal,10,2938,482,1157,2894,True,0.00025920165889070645,38,True,0.01676612498704344
51,-0.5,low,792,True,proven_optimal,9,2251,198,475,1188,True,0.0002525252525252819,20,True,0.04401012498419732
51,-0.5,high,565,True,proven_optimal,6,2251,141,339,848,True,0.0008849557522123686,20,True,0.03457495803013444
51,0.0,low,970,True,proven_optimal,8,2251,242,582,1455,True,0.0005154639175257714,20,True,0.033658667001873255
51,0.0,high,519,True,proven_optimal,5,2251,130,311,778,True,0.0009633911368014392,20,True,0.13992466602940112
51,0.5,low,1078,True,proven_optimal,9,2251,270,647,1617,True,0.0004638218923933013,20,True,0.017863500048406422
51,0.5,high,835,True,proven_optimal,6,2251,209,501,1252,True,0.0005988023952094856,20,True,0.03135058400221169
51,1.0,low,1321,True,proven_optimal,10,2251,330,793,1982,True,0.00037850113550330633,20,True,0.019967125030234456
51,1.0,high,835,True,proven_optimal,6,2251,209,501,1252,True,0.0005988023952094856,20,True,0.02825774997472763
51,1.5,low,1321,True,proven_optimal,10,2251,330,793,1982,True,0.00037850113550330633,20,True,0.016700041014701128
51,1.5,high,974,True,proven_optimal,7,2251,244,584,1461,True,0.0005133470225872627,20,True,0.031564499950036407
51,2.0,low,1458,True,proven_optimal,11,2251,364,875,2187,True,0.0003429355281207025,20,True,0.01738870795816183
51,2.0,high,1125,True,proven_optimal,8,2251,281,675,1688,True,0.0004444444444444695,20,True,0.039856666000559926
52,-0.5,low,890,True,proven_optimal,11,2578,222,534,1335,True,0.0005617977528089846,21,True,0.017036458011716604
52,-0.5,high,545,True,proven_optimal,8,2578,136,327,818,True,0.0009174311926605228,21,True,0.03258337499573827
52,0.0,low,1047,True,proven_optimal,11,2578,262,628,1570,True,0.00047755491881562584,21,True,0.029437958961352706
52,0.0,high,787,True,proven_optimal,7,2578,197,472,1180,True,0.0006353240152476847,21,True,0.024618458934128284
52,0.5,low,1084,True,proven_optimal,11,2578,271,650,1626,True,0.00036900369003689537,21,True,0.01652462501078844
52,0.5,high,787,True,proven_optimal,7,2578,197,472,1180,True,0.0006353240152476847,21,True,0.015606957953423262
52,1.0,low,1587,True,proven_optimal,13,2578,397,952,2380,True,0.000315059861373701,21,True,0.015552583034150302
52,1.0,high,933,True,proven_optimal,8,2578,233,560,1400,True,0.000535905680600246,21,True,0.039311125059612095
52,1.5,low,1512,True,proven_optimal,11,2578,378,907,2268,True,0.0001322751322750948,21,True,0.01579466601833701
52,1.5,high,1015,True,proven_optimal,8,2578,254,609,1522,True,0.0004926108374383453,21,True,0.08165754203218967
52,2.0,low,1726,True,proven_optimal,12,2578,432,1036,2589,True,0.00028968713789107037,21,True,0.016235874965786934
52,2.0,high,1286,True,proven_optimal,9,2578,322,772,1929,True,0.00038880248833594866,21,True,0.022848083055578172
53,-0.5,low,789,True,proven_optimal,11,2130,197,473,1184,True,0.0006337135614702394,23,True,0.01662008394487202
53,-0.5,high,364,True,proven_optimal,7,2130,91,218,546,True,0.001098901098901095,23,True,0.027291040983982384
53,0.0,low,730,True,proven_optimal,10,2130,182,438,1095,True,0.0006849315068493123,23,True,0.015749874990433455
53,0.0,high,521,True,proven_optimal,7,2130,130,313,782,True,0.0009596928982724684,23,True,0.031171832932159305
53,0.5,low,1011,True,proven_optimal,11,2130,253,607,1516,True,0.0004945598417409602,23,True,0.027781000011600554
53,0.5,high,521,True,proven_optimal,7,2130,130,313,782,True,0.0009596928982724684,23,True,0.06826475006528199
53,1.0,low,1033,True,proven_optimal,11,2130,258,620,1550,True,0.0004840271055179812,23,True,0.016179958009161055
53,1.0,high,583,True,proven_optimal,7,2130,146,350,874,True,0.0008576329331047017,23,True,0.04354416695423424
53,1.5,low,1066,True,proven_optimal,11,2130,266,640,1599,True,0.00046904315196999447,23,True,0.01631162501871586
53,1.5,high,736,True,proven_optimal,7,2130,184,442,1104,True,0.0005434782608695343,23,True,0.04264770797453821
53,2.0,low,1092,True,proven_optimal,10,2130,273,655,1638,True,0.0001831501831501825,23,True,0.015971292043104768
53,2.0,high,863,True,proven_optimal,8,2130,216,518,1294,True,0.0005793742757822518,23,True,0.04591824999079108
54,-0.5,low,514,True,proven_optimal,9,1602,128,308,771,True,0.0009727626459143934,14,True,0.02360829198732972
54,-0.5,high,444,True,proven_optimal,7,1602,111,266,666,True,0.0009009009009008917,14,True,0.07215687504503876
54,0.0,low,653,True,proven_optimal,10,1602,163,392,980,True,0.0007656967840734552,14,True,0.016771958908066154
54,0.0,high,483,True,proven_optimal,7,1602,121,290,724,True,0.0010351966873705098,14,True,0.037939999951049685
54,0.5,low,562,True,proven_optimal,8,1602,140,337,843,True,0.0008896797153024882,14,True,0.016402499983087182
54,0.5,high,483,True,proven_optimal,7,1602,121,290,724,True,0.0010351966873705098,14,True,0.05241937504615635
54,1.0,low,671,True,proven_optimal,9,1602,168,403,1006,True,0.0007451564828613311,14,True,0.02438933402299881
54,1.0,high,441,True,proven_optimal,6,1602,110,265,662,True,0.0011337868480725266,14,True,0.03568083397112787
54,1.5,low,671,True,proven_optimal,9,1602,168,403,1006,True,0.0007451564828613311,14,True,0.0337257090723142
54,1.5,high,494,True,proven_optimal,6,1602,124,296,741,True,0.001012145748987836,14,True,0.03529958298895508
54,2.0,low,735,True,proven_optimal,8,1602,184,441,1102,True,0.0006802721088434716,14,True,0.01629287505056709
54,2.0,high,702,True,proven_optimal,7,1602,176,421,1053,True,0.0007122507122507282,14,True,0.06778808298986405
55,-0.5,low,1114,True,proven_optimal,13,2294,278,668,1671,True,0.0004488330341113067,32,True,0.03394216694869101
55,-0.5,high,713,True,proven_optimal,8,2294,178,428,1070,True,0.0007012622720896644,32,True,0.026036250055767596
55,0.0,low,1075,True,proven_optimal,12,2294,269,645,1612,True,0.00046511627906986597,32,True,0.01635166595224291
55,0.0,high,713,True,proven_optimal,8,2294,178,428,1070,True,0.0007012622720896644,32,True,0.029178624972701073
55,0.5,low,1108,True,proven_optimal,12,2294,277,665,1662,True,0.00018050541516245744,32,True,0.016325042000971735
55,0.5,high,847,True,proven_optimal,9,2294,212,508,1270,True,0.0005903187721369996,32,True,0.0616396659752354
55,1.0,low,1108,True,proven_optimal,12,2294,277,665,1662,True,0.00018050541516245744,32,True,0.017865292029455304
55,1.0,high,870,True,proven_optimal,9,2294,218,522,1305,True,0.0005747126436781436,32,True,0.06213116692379117
55,1.5,low,1112,True,proven_optimal,11,2294,278,667,1668,True,0.00017985611510784594,32,True,0.034442625008523464
55,1.5,high,927,True,proven_optimal,9,2294,232,556,1390,True,0.0005393743257819938,32,True,0.06986349995713681
55,2.0,low,1597,True,proven_optimal,13,2294,399,958,2396,True,0.00031308703819665773,32,True,0.01664087502285838
55,2.0,high,1008,True,proven_optimal,9,2294,252,605,1512,True,0.0001984126984126977,32,True,0.047339500044472516
56,-0.5,low,983,True,proven_optimal,12,2380,246,590,1474,True,0.0005086469989827869,24,True,0.05925083300098777
56,-0.5,high,499,True,proven_optimal,7,2380,125,299,748,True,0.0010020040080160886,24,True,0.03054887498728931
56,0.0,low,1034,True,proven_optimal,11,2380,258,620,1551,True,0.00048355899419730286,24,True,0.015587000059895217
56,0.0,high,674,True,proven_optimal,8,2380,168,404,1011,True,0.0007418397626112738,24,True,0.09693812509067357
56,0.5,low,1034,True,proven_optimal,11,2380,258,620,1551,True,0.00048355899419730286,24,True,0.015931249945424497
56,0.5,high,614,True,proven_optimal,7,2380,154,368,921,True,0.0008143322475570036,24,True,0.070263082976453
56,1.0,low,974,True,proven_optimal,10,2380,244,584,1461,True,0.0005133470225872627,24,True,0.01547866698820144
56,1.0,high,903,True,proven_optimal,8,2380,226,542,1354,True,0.0005537098560355336,24,True,0.04623204097151756
56,1.5,low,1437,True,proven_optimal,11,2380,359,862,2156,True,0.0003479471120388933,24,True,0.04533866699784994
56,1.5,high,973,True,proven_optimal,8,2380,243,584,1460,True,0.0005138746145940676,24,True,0.026428707991726696
56,2.0,low,1596,True,proven_optimal,12,2380,399,958,2394,True,0.00025062656641605674,24,True,0.015639959019608796
56,2.0,high,1196,True,proven_optimal,9,2380,299,718,1794,True,0.00033444816053518345,24,True,0.037386583047918975
57,-0.5,low,749,True,proven_optimal,10,1912,187,449,1124,True,0.0006675567423231055,30,True,0.10906979104038328
57,-0.5,high,335,True,proven_optimal,6,1912,84,201,502,True,0.0014925373134329067,30,True,0.03174437501002103
57,0.0,low,1006,True,proven_optimal,11,1912,252,604,1509,True,0.0004970178926441138,30,True,0.016089958022348583
57,0.0,high,571,True,proven_optimal,7,1912,143,343,856,True,0.0008756567425569628,30,True,0.06977425003424287
57,0.5,low,997,True,proven_optimal,9,1912,249,598,1496,True,0.0005015045135405849,30,True,0.02513041696511209
57,0.5,high,824,True,proven_optimal,7,1912,206,494,1236,True,0.0004854368932039055,30,True,0.03693033300805837
57,1.0,low,997,True,proven_optimal,9,1912,249,598,1496,True,0.0005015045135405849,30,True,0.01614862505812198
57,1.0,high,916,True,proven_optimal,7,1912,229,550,1374,True,0.0004366812227074579,30,True,0.015924583072774112
57,1.5,low,967,True,proven_optimal,8,1912,242,580,1450,True,0.0005170630816959676,30,True,0.015863582957535982
57,1.5,high,916,True,proven_optimal,7,1912,229,550,1374,True,0.0004366812227074579,30,True,0.015080499928444624
57,2.0,low,982,True,proven_optimal,8,1912,246,589,1473,True,0.0005091649694500822,30,True,0.015166624914854765
57,2.0,high,916,True,proven_optimal,7,1912,229,550,1374,True,0.0004366812227074579,30,True,0.014744124957360327
58,-0.5,low,630,True,proven_optimal,10,2040,158,378,945,True,0.0007936507936507908,26,True,0.0565560000250116
58,-0.5,high,393,True,proven_optimal,7,2040,98,236,590,True,0.0012722646310432406,26,True,0.08708841598127037
58,0.0,low,717,True,proven_optimal,10,2040,179,430,1076,True,0.0006973500697349255,26,True,0.07939966709818691
58,0.0,high,449,True,proven_optimal,6,2040,112,269,674,True,0.00111358574610243,26,True,0.08697258401662111
58,0.5,low,655,True,proven_optimal,8,2040,164,393,982,True,0.0007633587786259888,26,True,0.12066270795185119
58,0.5,high,522,True,proven_optimal,6,2040,130,313,783,True,0.0009578544061302763,26,True,0.06856462499126792
58,1.0,low,913,True,proven_optimal,9,2040,228,548,1370,True,0.0005476451259582849,26,True,0.03501595801208168
58,1.0,high,522,True,proven_optimal,6,2040,130,313,783,True,0.0009578544061302763,26,True,0.07768312492407858
58,1.5,low,913,True,proven_optimal,9,2040,228,548,1370,True,0.0005476451259582849,26,True,0.018321958021260798
58,1.5,high,684,True,proven_optimal,6,2040,171,410,1026,True,0.0005847953216373547,26,True,0.03759299998637289
58,2.0,low,1108,True,proven_optimal,9,2040,277,665,1662,True,0.00018050541516245744,26,True,0.04210458300076425
58,2.0,high,930,True,proven_optimal,7,2040,232,558,1395,True,0.0005376344086021612,26,True,0.06265754101332277
59,-0.5,low,1182,True,proven_optimal,13,2274,296,709,1773,True,0.0004230118443316333,28,True,0.017261624918319285
59,-0.5,high,748,True,proven_optimal,8,2274,187,449,1122,True,0.0002673796791443639,28,True,0.027301332913339138
59,0.0,low,1254,True,proven_optimal,13,2274,314,752,1881,True,0.0003987240829346206,28,True,0.018263500067405403
59,0.0,high,923,True,proven_optimal,8,2274,231,554,1384,True,0.0005417118093173912,28,True,0.018133083009161055
59,0.5,low,1254,True,proven_optimal,13,2274,314,752,1881,True,0.0003987240829346206,28,True,0.017737958929501474
59,0.5,high,923,True,proven_optimal,8,2274,231,554,1384,True,0.0005417118093173912,28,True,0.017283249995671213
59,1.0,low,1237,True,proven_optimal,11,2274,309,742,1856,True,0.0004042037186742231,28,True,0.017028125002980232
59,1.0,high,923,True,proven_optimal,8,2274,231,554,1384,True,0.0005417118093173912,28,True,0.02567291702143848
59,1.5,low,1352,True,proven_optimal,11,2274,338,811,2028,True,0.00014792899408277993,28,True,0.1249468750320375
59,1.5,high,987,True,proven_optimal,8,2274,247,592,1480,True,0.0005065856129686797,28,True,0.033117457991465926
59,2.0,low,1459,True,proven_optimal,12,2274,365,875,2188,True,0.00034270047978068874,28,True,0.01738574996124953
59,2.0,high,1146,True,proven_optimal,9,2274,286,688,1719,True,0.00043630017452006564,28,True,0.05521379201672971
